,업종,종목코드,종목명,코스닥여부
2106,포장재,027970,세하,N
2107,포장재,049830,승일,Y
2108,포장재,009460,한창제지,N
2109,포장재,002030,아세아,N
2110,포장재,005820,원림,N
2111,포장재,008730,율촌화학,N
2112,포장재,115960,연우,Y
2113,포장재,014820,동원시스템즈,N
2114,포장재,033310,엠투엔,Y
2115,포장재,005090,삼광글라스,N
2116,가정용품,225430,케이엠제약,Y
2117,가정용품,012690,모나리자,N
2118,가정용품,044480,경남바이오파마,Y
2119,가정용품,318410,비비씨,Y
2120,가정용품,009770,삼정펄프,N
2121,가정용품,053620,태양,Y
2122,가정용품,014100,메디앙스,Y
2123,전기유틸리티,052690,한전기술,N
2124,전기유틸리티,130660,한전산업,N
2125,전기유틸리티,051600,한전KPS,N
2126,전기유틸리티,015760,한국전력,N
2127,광고,030000,제일기획,N
2128,광고,273060,와이즈버즈,Y
2129,광고,035000,지투알,N
2130,광고,010470,오리콤,Y
2131,광고,123570,이엠넷,Y
2132,광고,214320,이노션,N
2133,광고,237820,플레이디,Y
2134,광고,089600,나스미디어,Y
2135,광고,230360,에코마케팅,Y
2136,광고,048550,SM C&C,Y
2137,광고,216050,인크로스,Y
2138,담배,033780,KT&G,N
2139,기타금융,021880,메이슨캐피탈,Y
2140,기타금융,010050,우리종금,N
2141,기타금융,033660,아주캐피탈,N
2142,기타금융,007330,푸른저축은행,Y
2143,기타금융,204620,글로벌텍스프리,Y
2144,기타금융,012700,리드코프,Y
2145,기타금융,023760,한국캐피탈,Y
2146,기타금융,023460,CNH,Y
2147,무선통신서비스,001000,신라섬유,Y
2148,무선통신서비스,065530,전파기지국,Y
2149,무선통신서비스,017670,SK텔레콤,N
2150,무선통신서비스,032640,LG유플러스,N
2151,카드,029780,삼성카드,N
2152,항공사,036000,예림당,Y
2153,항공사,003490,대한항공,N
2154,항공사,020560,아시아나항공,N
2155,항공사,298690,에어부산,N
2156,항공사,004870,티웨이홀딩스,N
2157,항공사,089590,제주항공,N
2158,항공사,091810,티웨이항공,N
2159,항공사,003495,대한항공우,N
2160,항공사,180640,한진칼,N
2161,항공사,18064K,한진칼우,N
2162,항공사,272450,진에어,N
2163,운송인프라,003100,선광,Y
2164,운송인프라,045340,토탈소프트,Y
2165,운송인프라,005430,한국공항,N
2166,운송인프라,088980,맥쿼리인프라,N
2167,손해보험,000545,흥국화재우,N
2168,손해보험,000370,한화손해보험,N
2169,손해보험,001450,현대해상,N
2170,손해보험,000540,흥국화재,N
2171,손해보험,005830,DB손해보험,N
2172,손해보험,000547,흥국화재2우B,N
2173,손해보험,000060,메리츠화재,N
2174,손해보험,000815,삼성화재우,N
2175,손해보험,003690,코리안리,N
2176,손해보험,000400,롯데손해보험,N
2177,손해보험,000810,삼성화재,N
2178,손해보험,138040,메리츠금융지주,N
2179,복합기업,003550,LG,N
2180,복합기업,003555,LG우,N
2181,복합기업,001045,CJ우,N
2182,복합기업,028260,삼성물산,N
2183,복합기업,016880,웅진,N
2184,복합기업,004800,효성,N
2185,복합기업,02826K,삼성물산우B,N
2186,복합기업,001040,CJ,N
2187,복합기업,00104K,CJ4우(전환),N
2188,복합기업,034730,SK,N
2189,복합기업,03473K,SK우,N
2190,복합기업,000157,두산2우B,N
2191,복합기업,000155,두산우,N
2192,복합기업,000150,두산,N
2193,복합기업,001740,SK네트웍스,N
2194,복합기업,001745,SK네트웍스우,N
2195,생명보험,085620,미래에셋생명,N
2196,생명보험,082640,동양생명,N
2197,생명보험,088350,한화생명,N
2198,생명보험,032830,삼성생명,N
2199,생명보험,000880,한화,N
2200,생명보험,00088K,한화3우B,N
2201,생명보험,000885,한화우,N
2202,복합유틸리티,071320,지역난방공사,N
2203,복합유틸리티,151860,KG ETS,Y
2204,건강관리기술,035610,솔본,Y
2205,건강관리기술,032850,비트컴퓨터,Y
2206,건강관리기술,322510,제이엘케이,Y
2207,건강관리기술,071200,인피니트헬스케어,Y
2208,건강관리기술,032620,유비케어,Y
2209,건강관리기술,099750,이지케어텍,Y
2210,건강관리기술,263700,케어랩스,Y
2211,건강관리기술,311690,천랩,Y
2212,종이와목재,001810,무림SP,Y
2213,종이와목재,036620,버추얼텍,Y
2214,종이와목재,009580,무림P&P,N
2215,종이와목재,010420,한솔PNS,N
2216,종이와목재,001020,페이퍼코리아,N
2217,종이와목재,009200,무림페이퍼,N
2218,종이와목재,000180,성창기업지주,N
2219,종이와목재,109070,컨버즈,N
2220,종이와목재,213500,한솔제지,N
2221,종이와목재,002820,선창산업,N
2222,종이와목재,004150,한솔홀딩스,N
2223,종이와목재,006740,영풍제지,N
2224,종이와목재,004540,깨끗한나라,N
2225,종이와목재,004545,깨끗한나라우,N
2226,종이와목재,078130,국일제지,Y
2227,전자장비와기기,016920,카스,Y
2228,전자장비와기기,096040,이트론,Y
2229,전자장비와기기,187220,디티앤씨,Y
2230,전자장비와기기,007660,이수페타시스,N
2231,전자장비와기기,347890,엠투아이,Y
2232,전자장비와기기,038460,바이오스마트,Y
2233,전자장비와기기,004770,써니전자,N
2234,전자장비와기기,053450,세코닉스,Y
2235,전자장비와기기,101390,아이엠,Y
2236,전자장비와기기,066900,디에이피,Y
2237,전자장비와기기,072990,에이치시티,Y
2238,전자장비와기기,004270,남성,N
2239,전자장비와기기,068240,다원시스,Y
2240,전자장비와기기,082210,옵트론텍,Y
2241,전자장비와기기,036710,심텍홀딩스,Y
2242,전자장비와기기,125210,아모그린텍,Y
2243,전자장비와기기,140860,파크시스템스,Y
2244,전자장비와기기,222800,심텍,Y
2245,전자장비와기기,033200,모아텍,Y
2246,전자장비와기기,317770,슈프리마아이디,Y
2247,전자장비와기기,020150,일진머티리얼즈,N
2248,전자장비와기기,204270,제이앤티씨,Y
2249,전자장비와기기,051370,인터플렉스,Y
2250,전자장비와기기,046310,백금T&A,Y
2251,전자장비와기기,008110,대동전자,N
2252,전자장비와기기,264850,이랜시스,Y
2253,전자장비와기기,009150,삼성전기,N
2254,전자장비와기기,007815,코리아써우,N
2255,전자장비와기기,098460,고영,Y
2256,전자장비와기기,225190,삼양옵틱스,Y
2257,전자장비와기기,121800,비덴트,Y
2258,전자장비와기기,017900,광전자,N
2259,전자장비와기기,262260,에이프로,Y
2260,전자장비와기기,084850,아이티엠반도체,Y
2261,전자장비와기기,007810,코리아써키트,N
2262,전자장비와기기,009155,삼성전기우,N
2263,전자장비와기기,011070,LG이노텍,N
2264,전자장비와기기,251370,와이엠티,Y
2265,전자장비와기기,203450,유니온커뮤니티,Y
2266,전자장비와기기,093520,매커스,Y
2267,전자장비와기기,336370,두산솔루스,N
2268,전자장비와기기,052020,에스티큐브,Y
2269,전자장비와기기,015260,에이엔피,N
2270,전자장비와기기,033110,코너스톤네트웍스,Y
2271,전자장비와기기,115530,씨엔플러스,Y
2272,전자장비와기기,032960,동일기연,Y
2273,전자장비와기기,121890,에스디시스템,Y
2274,전자장비와기기,011230,삼화전자,N
2275,전자장비와기기,090460,비에이치,Y
2276,전자장비와기기,031330,에스에이엠티,Y
2277,전자장비와기기,052330,코텍,Y
2278,전자장비와기기,008060,대덕,N
2279,전자장비와기기,052400,코나아이,Y
2280,전자장비와기기,050320,아래스,Y
2281,전자장비와기기,33637K,두산솔루스1우,N
2282,전자장비와기기,353200,대덕전자,N
2283,전자장비와기기,33637L,두산솔루스2우B,N
2284,전자장비와기기,35320K,대덕전자1우,N
2285,전자장비와기기,099520,ITX-AI,Y
2286,전자장비와기기,054800,아이디스홀딩스,Y
2287,전자장비와기기,091340,S&K폴리텍,Y
2288,전자장비와기기,069510,에스텍,Y
2289,전자장비와기기,078600,대주전자재료,Y
2290,전자장비와기기,263810,상신전자,Y
2291,전자장비와기기,017250,인터엠,Y
2292,전자장비와기기,320000,윈텍,Y
2293,전자장비와기기,272290,이녹스첨단소재,Y
2294,전자장비와기기,085670,뉴프렉스,Y
2295,전자장비와기기,143160,아이디스,Y
2296,전자장비와기기,094840,슈프리마에이치큐,Y
2297,전자장비와기기,092300,현우산업,Y
2298,전자장비와기기,131400,액트,Y
2299,전자장비와기기,00781K,코리아써키트2우B,N
2300,전자장비와기기,080420,모다이노칩,Y
2301,전자장비와기기,057540,옴니시스템,Y
2302,전자장비와기기,236200,슈프리마,Y
2303,전자장비와기기,300120,라온피플,Y
2304,전자장비와기기,083640,인콘,Y
2305,전자장비와기기,033240,자화전자,N
2306,전자장비와기기,060230,이그잭스,Y
2307,전자장비와기기,250060,모비스,Y
2308,전자장비와기기,00806K,대덕1우,N
2309,전자장비와기기,068940,아이씨케이,Y
2310,전자장비와기기,032820,우리기술,Y
2311,전자장비와기기,033320,제이씨현시스템,Y
2312,백화점과일반상점,067830,세이브존I&C,N
2313,백화점과일반상점,950170,JTC,Y
2314,백화점과일반상점,139480,이마트,N
2315,백화점과일반상점,027410,BGF,N
2316,백화점과일반상점,006370,대구백화점,N
2317,백화점과일반상점,019010,베뉴지,Y
2318,백화점과일반상점,007070,GS리테일,N
2319,백화점과일반상점,069960,현대백화점,N
2320,백화점과일반상점,282330,BGF리테일,N
2321,백화점과일반상점,023530,롯데쇼핑,N
2322,백화점과일반상점,004170,신세계,N
2323,백화점과일반상점,037710,광주신세계,N
2324,디스플레이장비및부품,238490,힘스,Y
2325,디스플레이장비및부품,037400,우리조명,Y
2326,디스플레이장비및부품,092190,서울바이오시스,Y
2327,디스플레이장비및부품,083930,아바코,Y
2328,디스플레이장비및부품,033050,제이엠아이,Y
2329,디스플레이장비및부품,226440,한송네오텍,Y
2330,디스플레이장비및부품,037330,인지디스플레,Y
2331,디스플레이장비및부품,052420,오성첨단소재,Y
2332,디스플레이장비및부품,170920,엘티씨,Y
2333,디스플레이장비및부품,079810,디이엔티,Y
2334,디스플레이장비및부품,347770,핌스,Y
2335,디스플레이장비및부품,214310,세미콘라이트,Y
2336,디스플레이장비및부품,108320,실리콘웍스,Y
2337,디스플레이장비및부품,138690,엘아이에스,Y
2338,디스플레이장비및부품,161580,필옵틱스,Y
2339,디스플레이장비및부품,065130,탑엔지니어링,Y
2340,디스플레이장비및부품,088130,동아엘텍,Y
2341,디스플레이장비및부품,131760,파인텍,Y
2342,디스플레이장비및부품,153490,우리이앤엘,Y
2343,디스플레이장비및부품,317330,덕산테코피아,Y
2344,디스플레이장비및부품,079950,인베니아,Y
2345,디스플레이장비및부품,046890,서울반도체,Y
2346,디스플레이장비및부품,090470,제이스텍,Y
2347,디스플레이장비및부품,117730,티로보틱스,Y
2348,디스플레이장비및부품,078150,HB테크놀러지,Y
2349,디스플레이장비및부품,251630,브이원텍,Y
2350,디스플레이장비및부품,062860,티엘아이,Y
2351,디스플레이장비및부품,141000,비아트론,Y
2352,디스플레이장비및부품,004710,한솔테크닉스,N
2353,디스플레이장비및부품,272110,케이엔제이,Y
2354,디스플레이장비및부품,050090,휘닉스소재,Y
2355,디스플레이장비및부품,256940,케이피에스,Y
2356,디스플레이장비및부품,250930,예선테크,Y
2357,디스플레이장비및부품,110990,디아이티,Y
2358,디스플레이장비및부품,051360,토비스,Y
2359,디스플레이장비및부품,001210,금호전기,N
2360,디스플레이장비및부품,009310,참엔지니어링,N
2361,디스플레이장비및부품,109740,디에스케이,Y
2362,디스플레이장비및부품,121850,코이즈,Y
2363,디스플레이장비및부품,036170,라이브파이낸셜,Y
2364,디스플레이장비및부품,255440,야스,Y
2365,디스플레이장비및부품,136510,쎄미시스코,Y
2366,디스플레이장비및부품,143540,영우디에스피,Y
2367,디스플레이장비및부품,040910,아이씨디,Y
2368,디스플레이장비및부품,171090,선익시스템,Y
2369,디스플레이장비및부품,278280,천보,Y
2370,디스플레이장비및부품,149950,아바텍,Y
2371,디스플레이장비및부품,083500,에프엔에스테크,Y
2372,디스플레이장비및부품,038060,루멘스,Y
2373,디스플레이장비및부품,137940,넥스트아이,Y
2374,디스플레이장비및부품,039230,에이아이비트,Y
2375,디스플레이장비및부품,160600,이큐셀,Y
2376,디스플레이장비및부품,054090,삼진엘앤디,Y
2377,디스플레이장비및부품,187870,디바이스이엔지,Y
2378,디스플레이장비및부품,213420,덕산네오룩스,Y
2379,디스플레이장비및부품,043290,케이맥,Y
2380,디스플레이장비및부품,256630,포인트엔지니어링,Y
2381,디스플레이장비및부품,265520,AP시스템,Y
2382,디스플레이장비및부품,297890,엘이티,Y
2383,디스플레이장비및부품,011690,유양디앤유,N
2384,디스플레이장비및부품,127160,매직마이크로,Y
2385,디스플레이장비및부품,069330,유아이디,Y
2386,디스플레이장비및부품,114570,지스마트글로벌,Y
2387,디스플레이장비및부품,036490,SK머티리얼즈,Y
2388,디스플레이장비및부품,177350,베셀,Y
2389,디스플레이장비및부품,082850,우리바이오,Y
2390,디스플레이장비및부품,054040,한국컴퓨터,Y
2391,디스플레이장비및부품,036090,위지트,Y
2392,디스플레이장비및부품,054620,APS홀딩스,Y
2393,디스플레이장비및부품,123860,아나패스,Y
2394,디스플레이장비및부품,307180,아이엘사이언스,Y
2395,디스플레이장비및부품,041520,이라이콤,Y
2396,디스플레이장비및부품,063760,이엘피,Y
2397,디스플레이장비및부품,095500,미래나노텍,Y
2398,디스플레이장비및부품,067770,세진티에스,Y
2399,디스플레이장비및부품,049120,파인디앤씨,Y
2400,디스플레이장비및부품,027580,상보,Y
2401,디스플레이장비및부품,290520,신도기연,Y
2402,디스플레이장비및부품,056700,신화인터텍,Y
2403,디스플레이장비및부품,049950,미래컴퍼니,Y
2404,디스플레이장비및부품,900290,GRT,Y
2405,디스플레이장비및부품,090740,아이엠이연이,Y
2406,디스플레이장비및부품,094970,제이엠티,Y
2407,디스플레이장비및부품,096870,엘디티,Y
2408,디스플레이장비및부품,080000,에스엔유,Y
2409,디스플레이장비및부품,059100,아이컴포넌트,Y
2410,디스플레이장비및부품,042600,새로닉스,Y
2411,디스플레이장비및부품,108230,톱텍,Y
2412,디스플레이장비및부품,068790,DMS,Y
2413,디스플레이장비및부품,155650,와이엠씨,Y
2414,디스플레이장비및부품,073110,엘엠에스,Y
2415,디스플레이장비및부품,045890,GV,Y
2416,디스플레이장비및부품,071280,로체시스템즈,Y
2417,디스플레이장비및부품,082800,루미마이크로,Y
2418,가구,009240,한샘,N
2419,가구,071950,코아스,N
2420,가구,011090,에넥스,N
2421,가구,016800,퍼시스,N
2422,가구,134790,시디즈,N
2423,가구,079430,현대리바트,N
2424,가구,073190,듀오백,Y
2425,가구,013890,지누스,N
2426,가구,003800,에이스침대,Y
2427,교육서비스,134060,이퓨쳐,Y
2428,교육서비스,068930,디지털대성,Y
2429,교육서비스,100220,비상교육,N
2430,교육서비스,057030,YBM넷,Y
2431,교육서비스,095720,웅진씽크빅,N
2432,교육서비스,215200,메가스터디교육,Y
2433,교육서비스,053290,NE능률,Y
2434,교육서비스,072870,메가스터디,Y
2435,교육서비스,019685,대교우B,N
2436,교육서비스,019680,대교,N
2437,교육서비스,067280,멀티캠퍼스,Y
2438,교육서비스,038340,UCI,Y
2439,교육서비스,040420,정상제이엘에스,Y
2440,교육서비스,289010,아이스크림에듀,Y
2441,교육서비스,133750,메가엠디,Y
2442,교육서비스,035290,더블유에프엠,Y
2443,교육서비스,215100,로보로보,Y
2444,교육서비스,108490,로보티즈,Y
2445,교육서비스,225330,씨엠에스에듀,Y
2446,교육서비스,096240,청담러닝,Y
2447,반도체와반도체장비,267320,나인테크,Y
2448,반도체와반도체장비,227950,마이크로텍,Y
2449,반도체와반도체장비,079370,제우스,Y
2450,반도체와반도체장비,089790,제이티,Y
2451,반도체와반도체장비,049080,기가레인,Y
2452,반도체와반도체장비,114810,아이원스,Y
2453,반도체와반도체장비,241790,오션브릿지,Y
2454,반도체와반도체장비,036810,에프에스티,Y
2455,반도체와반도체장비,064290,인텍플러스,Y
2456,반도체와반도체장비,101490,에스앤에스텍,Y
2457,반도체와반도체장비,030530,원익홀딩스,Y
2458,반도체와반도체장비,084370,유진테크,Y
2459,반도체와반도체장비,086390,유니테스트,Y
2460,반도체와반도체장비,122640,예스티,Y
2461,반도체와반도체장비,025560,미래산업,N
2462,반도체와반도체장비,217500,러셀,Y
2463,반도체와반도체장비,095610,테스,Y
2464,반도체와반도체장비,077360,덕산하이메탈,Y
2465,반도체와반도체장비,083550,케이엠,Y
2466,반도체와반도체장비,074600,원익QnC,Y
2467,반도체와반도체장비,073570,WI,Y
2468,반도체와반도체장비,080520,오디텍,Y
2469,반도체와반도체장비,045300,성우테크론,Y
2470,반도체와반도체장비,037350,성도이엔지,Y
2471,반도체와반도체장비,182690,테라셈,Y
2472,반도체와반도체장비,033640,네패스,Y
2473,반도체와반도체장비,144960,뉴파워프라즈마,Y
2474,반도체와반도체장비,232140,와이아이케이,Y
2475,반도체와반도체장비,080580,오킨스전자,Y
2476,반도체와반도체장비,241770,메카로,Y
2477,반도체와반도체장비,039440,에스티아이,Y
2478,반도체와반도체장비,200710,에이디테크놀로지,Y
2479,반도체와반도체장비,024850,피에스엠씨,Y
2480,반도체와반도체장비,131970,테스나,Y
2481,반도체와반도체장비,093640,다믈멀티미디어,Y
2482,반도체와반도체장비,098120,마이크로컨텍솔,Y
2483,반도체와반도체장비,006200,한국전자홀딩스,N
2484,반도체와반도체장비,097800,윈팩,Y
2485,반도체와반도체장비,171010,램테크놀러지,Y
2486,반도체와반도체장비,131290,티에스이,Y
2487,반도체와반도체장비,032580,피델릭스,Y
2488,반도체와반도체장비,064760,티씨케이,Y
2489,반도체와반도체장비,005290,동진쎄미켐,Y
2490,반도체와반도체장비,101160,월덱스,Y
2491,반도체와반도체장비,058470,리노공업,Y
2492,반도체와반도체장비,200470,에이팩트,Y
2493,반도체와반도체장비,059120,아진엑스텍,Y
2494,반도체와반도체장비,123010,아이에이네트웍스,Y
2495,반도체와반도체장비,057500,SKC 솔믹스,Y
2496,반도체와반도체장비,095340,ISC,Y
2497,반도체와반도체장비,217190,제너셈,Y
2498,반도체와반도체장비,082270,젬백스,Y
2499,반도체와반도체장비,166090,하나머티리얼즈,Y
2500,반도체와반도체장비,005935,삼성전자우,N
2501,반도체와반도체장비,078350,한양디지텍,Y
2502,반도체와반도체장비,089530,에이티세미콘,Y
2503,반도체와반도체장비,029460,케이씨,N
2504,반도체와반도체장비,303030,지니틱스,Y
2505,반도체와반도체장비,087600,픽셀플러스,Y
2506,반도체와반도체장비,117670,알파홀딩스,Y
2507,반도체와반도체장비,003160,디아이,N
2508,반도체와반도체장비,005930,삼성전자,N
2509,반도체와반도체장비,102120,어보브반도체,Y
2510,반도체와반도체장비,224060,코디엠,Y
2511,반도체와반도체장비,033170,시그네틱스,Y
2512,반도체와반도체장비,142210,유니트론텍,Y
2513,반도체와반도체장비,101400,엔시트론,Y
2514,반도체와반도체장비,264660,씨앤지하이테크,Y
2515,반도체와반도체장비,319660,피에스케이,Y
2516,반도체와반도체장비,031980,피에스케이홀딩스,Y
2517,반도체와반도체장비,036930,주성엔지니어링,Y
2518,반도체와반도체장비,080220,제주반도체,Y
2519,반도체와반도체장비,357780,솔브레인,Y
2520,반도체와반도체장비,000990,DB하이텍,N
2521,반도체와반도체장비,036540,SFA반도체,Y
2522,반도체와반도체장비,039030,이오테크닉스,Y
2523,반도체와반도체장비,052900,KMH하이텍,Y
2524,반도체와반도체장비,053610,프로텍,Y
2525,반도체와반도체장비,061970,엘비세미콘,Y
2526,반도체와반도체장비,064520,바른전자,Y
2527,반도체와반도체장비,066310,큐에스아이,Y
2528,반도체와반도체장비,083310,엘오티베큠,Y
2529,반도체와반도체장비,083450,GST,Y
2530,반도체와반도체장비,087730,에스모 머티리얼즈,Y
2531,반도체와반도체장비,089030,테크윙,Y
2532,반도체와반도체장비,160980,싸이맥스,Y
2533,반도체와반도체장비,000660,SK하이닉스,N
2534,반도체와반도체장비,240810,원익IPS,Y
2535,반도체와반도체장비,306620,네온테크,Y
2536,반도체와반도체장비,036830,솔브레인홀딩스,Y
2537,반도체와반도체장비,281820,케이씨텍,N
2538,반도체와반도체장비,036200,유니셈,Y
2539,반도체와반도체장비,092070,디엔에프,Y
2540,반도체와반도체장비,067310,하나마이크론,Y
2541,반도체와반도체장비,042700,한미반도체,N
2542,반도체와반도체장비,033160,엠케이전자,Y
2543,반도체와반도체장비,140070,서플러스글로벌,Y
2544,반도체와반도체장비,089890,코세스,Y
2545,반도체와반도체장비,089970,에이피티씨,Y
2546,반도체와반도체장비,269620,시스웍,Y
2547,반도체와반도체장비,195870,해성디에스,N
2548,반도체와반도체장비,183300,코미코,Y
2549,반도체와반도체장비,094360,칩스앤미디어,Y
2550,반도체와반도체장비,092220,KEC,N
2551,반도체와반도체장비,092870,엑시콘,Y
2552,반도체와반도체장비,147760,마이크로프랜드,Y
2553,반도체와반도체장비,054940,엑사이엔씨,Y
2554,반도체와반도체장비,253590,네오셈,Y
2555,반도체와반도체장비,219130,타이거일렉,Y
2556,반도체와반도체장비,077500,유니퀘스트,N
2557,반도체와반도체장비,054450,텔레칩스,Y
2558,반도체와반도체장비,092600,앤씨앤,Y
2559,반도체와반도체장비,011930,신성이엔지,N
2560,반도체와반도체장비,059090,미코,Y
2561,반도체와반도체장비,119830,아이텍,Y
2562,반도체와반도체장비,000995,DB하이텍1우,N
2563,컴퓨터와주변기기,096690,에이루트,Y
2564,컴퓨터와주변기기,043360,디지아이,Y
2565,컴퓨터와주변기기,045660,에이텍,Y
2566,컴퓨터와주변기기,224110,에이텍티앤,Y
2567,컴퓨터와주변기기,065690,파커스,Y
2568,컴퓨터와주변기기,093190,빅솔론,Y
2569,컴퓨터와주변기기,039740,한국정보공학,Y
2570,컴퓨터와주변기기,065650,메디프론,Y
2571,컴퓨터와주변기기,051380,피씨디렉트,Y
2572,컴퓨터와주변기기,049550,잉크테크,Y
2573,컴퓨터와주변기기,044380,주연테크,N
2574,컴퓨터와주변기기,032790,엠젠플러스,Y
2575,컴퓨터와주변기기,012600,센트럴인사이트,N
2576,컴퓨터와주변기기,066110,한프,Y
2577,컴퓨터와주변기기,332370,아이디피,Y
2578,컴퓨터와주변기기,004920,씨아이테크,N
2579,컴퓨터와주변기기,094940,푸른기술,Y
2580,컴퓨터와주변기기,089150,케이씨티,Y
2581,컴퓨터와주변기기,046970,우리로,Y
2582,컴퓨터와주변기기,131180,딜리,Y
2583,방송과엔터테인먼트,078860,아이오케이,Y
2584,방송과엔터테인먼트,299900,위지윅스튜디오,Y
2585,방송과엔터테인먼트,032800,판타지오,Y
2586,방송과엔터테인먼트,206560,덱스터,Y
2587,방송과엔터테인먼트,104200,NHN벅스,Y
2588,방송과엔터테인먼트,034120,SBS,N
2589,방송과엔터테인먼트,018700,바른손,Y
2590,방송과엔터테인먼트,052220,iMBC,Y
2591,방송과엔터테인먼트,035900,JYP Ent.,Y
2592,방송과엔터테인먼트,126560,현대에이치씨엔,N
2593,방송과엔터테인먼트,122450,KMH,Y
2594,방송과엔터테인먼트,053110,소리바다,Y
2595,방송과엔터테인먼트,204630,스튜디오산타클로스,Y
2596,방송과엔터테인먼트,037560,LG헬로비전,N
2597,방송과엔터테인먼트,035620,바른손이앤에이,Y
2598,방송과엔터테인먼트,053210,스카이라이프,N
2599,방송과엔터테인먼트,086980,쇼박스,Y
2600,방송과엔터테인먼트,052190,이에스에이,Y
2601,방송과엔터테인먼트,060300,레드로버,Y
2602,방송과엔터테인먼트,058400,KNN,Y
2603,방송과엔터테인먼트,253450,스튜디오드래곤,Y
2604,방송과엔터테인먼트,066790,씨씨에스,Y
2605,방송과엔터테인먼트,036260,이매진아시아,Y
2606,방송과엔터테인먼트,009810,엔케이물산,N
2607,방송과엔터테인먼트,002420,세기상사,N
2608,방송과엔터테인먼트,012170,키위미디어그룹,N
2609,방송과엔터테인먼트,011420,갤럭시아에스엠,N
2610,방송과엔터테인먼트,041510,에스엠,Y
2611,방송과엔터테인먼트,051780,큐로홀딩스,Y
2612,방송과엔터테인먼트,160550,NEW,Y
2613,방송과엔터테인먼트,101060,SBS미디어홀딩스,N
2614,방송과엔터테인먼트,048910,대원미디어,Y
2615,방송과엔터테인먼트,015020,이스타코,N
2616,방송과엔터테인먼트,173940,에프엔씨엔터,Y
2617,방송과엔터테인먼트,079160,CJ CGV,N
2618,방송과엔터테인먼트,046390,삼화네트웍스,Y
